ID,VesselID,Connectivity,Position,Radius,LengthAlongVessel,Elasticity,R1,R2,C,Thickness,Type
701,15,"700,702","58.15576624620789,-68.24680528670511,-163.1998558470069",4.030000,107.372781,400000.000000,,,,0.657512,0,
702,15,"701,703","58.88873135045082,-68.1859705387718,-162.9213920607944",4.030000,109.869822,400000.000000,,,,0.657512,0,
703,15,"702,704","59.62292963163464,-68.12640301641186,-162.6458959168708",4.030000,112.366864,400000.000000,,,,0.657512,0,
704,15,"703,705","60.35712791281848,-68.0668354940519,-162.3703997729472",4.030000,114.863905,400000.000000,,,,0.657512,0,
705,15,"704,706","61.091326194002306,-68.00726797169196,-162.0949036290236",4.030000,117.360947,400000.000000,,,,0.657512,0,
706,15,"705,707","61.82552447518614,-67.947700449332,-161.81940748510002",4.030000,119.857988,400000.000000,,,,0.657512,0,
707,15,"706,708","62.55972275636995,-67.88813292697206,-161.54391134117643",4.030000,122.355030,400000.000000,,,,0.657512,0,
708,15,"709,707","63.30431162465155,-67.84485863942098,-161.30615017413476",4.030000,124.852071,400000.000000,,,,0.657512,0,
709,15,"708,710","64.08172461424877,-67.85305508311528,-161.1875947312127",4.030000,127.349112,400000.000000,,,,0.657512,0,
710,15,"711,709","64.85913760384601,-67.86125152680957,-161.06903928829067",4.030000,129.846154,400000.000000,,,,0.657512,0,
711,15,"710,712","65.63655059344322,-67.86944797050387,-160.9504838453686",4.030000,132.343195,400000.000000,,,,0.657512,0,
712,15,"713,711","66.41396358304044,-67.87764441419816,-160.83192840244655",4.030000,134.840237,400000.000000,,,,0.657512,0,
713,15,"712,714","67.19137657263767,-67.88584085789246,-160.7133729595245",4.030000,137.337278,400000.000000,,,,0.657512,0,
714,15,"715,713","67.96878956223487,-67.89403730158676,-160.59481751660246",4.030000,139.834320,400000.000000,,,,0.657512,0,
715,15,"714,716","68.75125659344508,-67.96436869971951,-160.56547323556575",4.030000,142.331361,400000.000000,,,,0.657512,0,
716,15,"717,715","69.53390764657864,-68.03696248401724,-160.5393772082734",4.030000,144.828402,400000.000000,,,,0.657512,0,
717,15,"716,718","70.3165586997122,-68.10955626831498,-160.51328118098107",4.030000,147.325444,400000.000000,,,,0.657512,0,
718,15,"719,717","71.09920975284577,-68.1821500526127,-160.48718515368873",4.030000,149.822485,400000.000000,,,,0.657512,0,
719,15,"718,720","71.88186080597931,-68.25474383691042,-160.4610891263964",4.030000,152.319527,400000.000000,,,,0.657512,0,
720,15,"721,719","72.66451185911288,-68.32733762120814,-160.43499309910405",4.030000,154.816568,400000.000000,,,,0.657512,0,
721,15,"720,722","73.4401432200557,-68.45150273591354,-160.43204223600347",4.030000,157.313609,400000.000000,,,,0.657512,0,
722,15,"723,721","74.21260754103793,-68.59893503382077,-160.43953366266405",4.030000,159.810651,400000.000000,,,,0.657512,0,
723,15,"722,724","74.98507186202016,-68.74636733172801,-160.44702508932465",4.030000,162.307692,400000.000000,,,,0.657512,0,
724,15,"725,723","75.7575361830024,-68.89379962963524,-160.45451651598526",4.030000,164.804734,400000.000000,,,,0.657512,0,
725,15,"726,724","76.53000050398464,-69.04123192754248,-160.46200794264587",4.030000,167.301775,400000.000000,,,,0.657512,0,
726,15,"725,727","77.30246482496688,-69.18866422544973,-160.46949936930645",4.030000,169.798817,400000.000000,,,,0.657512,0,
727,15,"728,726","78.06119757204104,-69.37940785945312,-160.5118062968792",4.030000,172.295858,400000.000000,,,,0.657512,0,
728,15,"727,729","78.80046315543625,-69.63155369502378,-160.6034709353276",4.030000,174.792899,400000.000000,,,,0.657512,0,
729,15,"730,728","79.53972873883146,-69.88369953059444,-160.69513557377599",4.030000,177.289941,400000.000000,,,,0.657512,0,
730,15,"729,731","80.27899432222668,-70.1358453661651,-160.7868002122244",4.030000,179.786982,400000.000000,,,,0.657512,0,
731,15,"732,730","81.0182599056219,-70.38799120173576,-160.8784648506728",4.030000,182.284024,400000.000000,,,,0.657512,0,
732,15,"731,733","81.75752548901711,-70.64013703730642,-160.97012948912118",4.030000,184.781065,400000.000000,,,,0.657512,0,
733,15,"734,732","82.49191306540904,-70.9010579541167,-161.07021048900788",4.030000,187.278107,400000.000000,,,,0.657512,0,
734,15,"733,735","83.19581916567687,-71.21681221354245,-161.22288327895544",4.030000,189.775148,400000.000000,,,,0.657512,0,
735,15,"736,734","83.8997252659447,-71.53256647296823,-161.37555606890302",4.030000,192.272189,400000.000000,,,,0.657512,0,
736,15,"735,737","84.60363136621255,-71.848320732394,-161.5282288588506",4.030000,194.769231,400000.000000,,,,0.657512,0,
737,15,"738,736","85.30753746648037,-72.16407499181976,-161.68090164879817",4.030000,197.266272,400000.000000,,,,0.657512,0,
738,15,"739,737","86.01144356674821,-72.47982925124552,-161.83357443874576",4.030000,199.763314,400000.000000,,,,0.657512,0,
739,15,"740,738","86.71534966701606,-72.79558351067129,-161.98624722869334",4.030000,202.260355,400000.000000,,,,0.657512,0,
740,15,"741,739","87.39721048406514,-73.13640207421545,-162.1785309406079",4.030000,204.757396,400000.000000,,,,0.657512,0,
741,15,"742,740","88.07554635674546,-73.48122831036618,-162.37714826570152",4.030000,207.254438,400000.000000,,,,0.657512,0,
742,15,"743,741","88.75388222942577,-73.82605454651689,-162.57576559079513",4.030000,209.751479,400000.000000,,,,0.657512,0,
743,15,"744,742","89.43221810210608,-74.1708807826676,-162.7743829158887",4.030000,212.248521,400000.000000,,,,0.657512,0,
744,15,"745,743","90.11055397478641,-74.5157070188183,-162.97300024098232",4.030000,214.745562,400000.000000,,,,0.657512,0,
745,15,"746,744","90.7888898474667,-74.86053325496901,-163.17161756607592",4.030000,217.242604,400000.000000,,,,0.657512,0,
746,15,"745,747","91.46333864239621,-75.20985372260475,-163.37543984858485",4.030000,219.739645,400000.000000,,,,0.657512,0,
747,15,"746,748","92.13504388009859,-75.56234628559372,-163.5829358673679",4.030000,222.236686,400000.000000,,,,0.657512,0,
748,15,"747,749","92.80674911780096,-75.9148388485827,-163.79043188615097",4.030000,224.733728,400000.000000,,,,0.657512,0,
749,15,"748,750","93.47845435550335,-76.26733141157167,-163.99792790493402",4.030000,227.230769,400000.000000,,,,0.657512,0,
750,15,"749,751","94.15015959320573,-76.61982397456066,-164.2054239237171",4.030000,229.727811,400000.000000,,,,0.657512,0,
751,15,"750,752","94.8218648309081,-76.97231653754963,-164.41291994250014",4.030000,232.224852,400000.000000,,,,0.657512,0,
752,15,"751,753","95.49358721275374,-77.32382602493686,-164.62200342597967",4.030000,234.721893,400000.000000,,,,0.657512,0,
753,15,"752,754","96.1653477009565,-77.67315042617518,-164.8346153737137",4.030000,237.218935,400000.000000,,,,0.657512,0,
754,15,"753,755","96.83710818915928,-78.02247482741349,-165.0472273214477",4.030000,239.715976,400000.000000,,,,0.657512,0,
755,15,"754,756","97.50886867736203,-78.37179922865178,-165.25983926918173",4.030000,242.213018,400000.000000,,,,0.657512,0,
756,15,"755,757","98.1806291655648,-78.72112362989009,-165.47245121691574",4.030000,244.710059,400000.000000,,,,0.657512,0,
757,15,"756,758","98.85238965376756,-79.0704480311284,-165.68506316464976",4.030000,247.207101,400000.000000,,,,0.657512,0,
758,15,"757,759","99.52364242254335,-79.41991629929385,-165.89891838480247",4.030000,249.704142,400000.000000,,,,0.657512,0,
759,15,"758,760","100.1806656278519,-79.77341664396045,-166.1476180935615",4.030000,252.201183,400000.000000,,,,0.657512,0,
760,15,"759,761","100.83768883316046,-80.12691698862704,-166.39631780232054",4.030000,254.698225,400000.000000,,,,0.657512,0,
761,15,"760,762","101.494712038469,-80.48041733329364,-166.64501751107957",4.030000,257.195266,400000.000000,,,,0.657512,0,
762,15,"761,763","102.15173524377757,-80.83391767796024,-166.8937172198386",4.030000,259.692308,400000.000000,,,,0.657512,0,
763,15,"762,764","102.80875844908614,-81.18741802262684,-167.14241692859764",4.030000,262.189349,400000.000000,,,,0.657512,0,
764,15,"763,765","103.4657816543947,-81.54091836729344,-167.39111663735665",4.030000,264.686391,400000.000000,,,,0.657512,0,
765,15,"764,766","104.10883811553646,-81.90215157927253,-167.66355388460485",4.030000,267.183432,400000.000000,,,,0.657512,0,
766,15,"765,767","104.74744973291182,-82.26584573609743,-167.94354548014803",4.030000,269.680473,400000.000000,,,,0.657512,0,
767,15,"766,768","105.38606135028716,-82.62953989292234,-168.2235370756912",4.030000,272.177515,400000.000000,,,,0.657512,0,
768,15,"767,769","106.02467296766253,-82.99323404974726,-168.5035286712344",4.030000,274.674556,400000.000000,,,,0.657512,0,
769,15,"768,770","106.66328458503787,-83.35692820657216,-168.78352026677757",4.030000,277.171598,400000.000000,,,,0.657512,0,
770,15,"769,771","107.30189620241323,-83.72062236339707,-169.06351186232075",4.030000,279.668639,400000.000000,,,,0.657512,0,
771,15,"772,770","107.93182614739426,-84.09009605226565,-169.35491333442775",4.030000,282.165680,400000.000000,,,,0.657512,0,
772,15,"771,773","108.5524491206523,-84.4657655452212,-169.6585464819216",4.030000,284.662722,400000.000000,,,,0.657512,0,
773,15,"774,772","109.17307209391036,-84.84143503817675,-169.96217962941546",4.030000,287.159763,400000.000000,,,,0.657512,0,
774,15,"773,775","109.79369506716841,-85.2171045311323,-170.2658127769093",4.030000,289.656805,400000.000000,,,,0.657512,0,
775,15,"776,774","110.41431804042647,-85.59277402408786,-170.56944592440317",4.030000,292.153846,400000.000000,,,,0.657512,0,
776,15,"775,777","111.03494101368452,-85.96844351704341,-170.87307907189702",4.030000,294.650888,400000.000000,,,,0.657512,0,
777,15,"778,776","111.65224980184655,-86.34416382715425,-171.18301926055085",4.030000,297.147929,400000.000000,,,,0.657512,0,
778,15,"777,779","112.25684641986598,-86.72007905586669,-171.5171512725337",4.030000,299.644970,400000.000000,,,,0.657512,0,
779,15,"780,778","112.86144303788542,-87.09599428457913,-171.85128328451657",4.030000,302.142012,400000.000000,,,,0.657512,0,
780,15,"779,781","113.46603965590484,-87.47190951329156,-172.1854152964994",4.030000,304.639053,400000.000000,,,,0.657512,0,
781,15,"782,780","114.07063627392428,-87.84782474200401,-172.51954730848226",4.030000,307.136095,400000.000000,,,,0.657512,0,
782,15,"781,783","114.67523289194372,-88.22373997071647,-172.8536793204651",4.030000,309.633136,400000.000000,,,,0.657512,0,
783,15,"784,782","115.27982950996314,-88.5996551994289,-173.18781133244795",4.030000,312.130178,400000.000000,,,,0.657512,0,
784,15,"783,785","115.8765704697587,-88.95656209339383,-173.55509612988638",4.030000,314.627219,400000.000000,,,,0.657512,0,
785,15,"786,784","116.4727277026026,-89.31205654336206,-173.92484439681925",4.030000,317.124260,400000.000000,,,,0.657512,0,
786,15,"785,787","117.06888493544649,-89.66755099333031,-174.2945926637521",4.030000,319.621302,400000.000000,,,,0.657512,0,
787,15,"788,786","117.6650421682904,-90.02304544329856,-174.66434093068497",4.030000,322.118343,400000.000000,,,,0.657512,0,
788,15,"789,787","118.26119940113428,-90.37853989326679,-175.03408919761782",4.030000,324.615385,400000.000000,,,,0.657512,0,
789,15,"788,790","118.85735663397818,-90.73403434323504,-175.40383746455066",4.030000,327.112426,400000.000000,,,,0.657512,0,
790,15,"791,789","119.45463678293345,-91.07235734021488,-175.7872858517903",4.030000,329.609467,400000.000000,,,,0.657512,0,
791,15,"790,792","120.05250840547406,-91.40163561803757,-176.17795050317937",4.030000,332.106509,400000.000000,,,,0.657512,0,
792,15,"793,791","120.65038002801467,-91.73091389586028,-176.56861515456845",4.030000,334.603550,400000.000000,,,,0.657512,0,
793,15,"792,794","121.24825165055526,-92.06019217368298,-176.95927980595752",4.030000,337.100592,400000.000000,,,,0.657512,0,
794,15,"795,793","121.84612327309588,-92.38947045150569,-177.34994445734662",4.030000,339.597633,400000.000000,,,,0.657512,0,
795,15,"794,796","122.44399489563648,-92.71874872932838,-177.7406091087357",4.030000,342.094675,400000.000000,,,,0.657512,0,
796,15,"797,795","123.0411489020146,-93.04139548670487,-178.13767303098928",4.030000,344.591716,400000.000000,,,,0.657512,0,
797,15,"796,798","123.63712761902312,-93.35318134672127,-178.54521747948155",4.030000,347.088757,400000.000000,,,,0.657512,0,
798,15,"799,797","124.23310633603164,-93.66496720673769,-178.95276192797382",4.030000,349.585799,400000.000000,,,,0.657512,0,
799,15,"798,800","124.82908505304016,-93.97675306675407,-179.3603063764661",4.030000,352.082840,400000.000000,,,,0.657512,0,
800,15,"801,799","125.42506377004868,-94.28853892677049,-179.7678508249584",4.030000,354.579882,400000.000000,,,,0.657512,0,
801,15,"802,800","126.02104248705719,-94.60032478678687,-180.17539527345068",4.030000,357.076923,400000.000000,,,,0.657512,0,
802,15,"803,801","126.6149776847181,-94.91186293478088,-180.58595882017627",4.030000,359.573964,400000.000000,,,,0.657512,0,
803,15,"804,802","127.1911490085712,-95.22124777548585,-181.0227667379634",4.030000,362.071006,400000.000000,,,,0.657512,0,
804,15,"805,803","127.76732033242429,-95.53063261619081,-181.4595746557505",4.030000,364.568047,400000.000000,,,,0.657512,0,
805,15,"806,804","128.3434916562774,-95.84001745689578,-181.8963825735376",4.030000,367.065089,400000.000000,,,,0.657512,0,
806,15,"807,805","128.91966298013048,-96.14940229760074,-182.3331904913247",4.030000,369.562130,400000.000000,,,,0.657512,0,
807,15,"808,806","129.49583430398357,-96.45878713830571,-182.7699984091118",4.030000,372.059172,400000.000000,,,,0.657512,0,
808,15,"809,807","130.07200562783666,-96.76817197901067,-183.2068063268989",4.030000,374.556213,400000.000000,,,,0.657512,0,
809,15,"808,810","130.5823644424366,-97.06657438755902,-183.72326517636284",4.030000,377.053254,400000.000000,,,,0.657512,0,
810,15,"811,809","131.07898507766498,-97.36268424375498,-184.25635093762378",4.030000,379.550296,400000.000000,,,,0.657512,0,
811,15,"810,812","131.57560571289335,-97.65879409995095,-184.7894366988847",4.030000,382.047337,400000.000000,,,,0.657512,0,
812,15,"813,811","132.0722263481217,-97.95490395614692,-185.32252246014562",4.030000,384.544379,400000.000000,,,,0.657512,0,
813,15,"812,814","132.56884698335008,-98.2510138123429,-185.85560822140656",4.030000,387.041420,400000.000000,,,,0.657512,0,
814,15,"815,813","133.06546761857845,-98.54712366853887,-186.3886939826675",4.030000,389.538462,400000.000000,,,,0.657512,0,
815,15,"814,816","133.53051015215934,-98.83404762855504,-186.95282384069586",4.030000,392.035503,400000.000000,,,,0.657512,0,
816,15,"817,815","133.96990602531602,-99.11351111603724,-187.54216665854244",4.030000,394.532544,400000.000000,,,,0.657512,0,
817,15,"816,818","134.40930189847268,-99.39297460351946,-188.131509476389",4.030000,397.029586,400000.000000,,,,0.657512,0,
818,15,"817,819","134.84869777162936,-99.67243809100167,-188.72085229423556",4.030000,399.526627,400000.000000,,,,0.657512,0,
819,15,"818,820","135.28809364478604,-99.95190157848388,-189.31019511208214",4.030000,402.023669,400000.000000,,,,0.657512,0,
820,15,"819,821","135.7274895179427,-100.23136506596609,-189.8995379299287",4.030000,404.520710,400000.000000,,,,0.657512,0,
821,15,"820,822","136.1669373867631,-100.51080663476809,-190.48885236287106",4.030000,407.017751,400000.000000,,,,0.657512,0,
822,15,"821,823","136.60652171553173,-100.79019067911989,-191.07809230109044",4.030000,409.514793,400000.000000,,,,0.657512,0,
823,15,"822,824","137.0461060443004,-101.06957472347169,-191.66733223930984",4.030000,412.011834,400000.000000,,,,0.657512,0,
824,15,"823,825","137.48569037306905,-101.3489587678235,-192.25657217752928",4.030000,414.508876,400000.000000,,,,0.657512,0,
825,15,"824,826","137.92527470183768,-101.6283428121753,-192.84581211574869",4.030000,417.005917,400000.000000,,,,0.657512,0,
826,15,"825,827","138.36485903060634,-101.9077268565271,-193.4350520539681",4.030000,419.502959,400000.000000,,,,0.657512,0,
827,15,"826","138.804443359375,-102.1871109008789,-194.0242919921875",4.030000,422.000000,400000.000000,132470278.177447,2234329721.822553,0.000000,0.657512,2,
828,16,"829,3831","-35.93170166015625,-84.7494125366211,-167.15188598632812",4.030000,0.000000,400000.000000,,,,0.657512,0,
829,16,"828,830","-36.48532350846084,-84.7219314496608,-166.77340973258205",4.030000,2.497041,400000.000000,,,,0.657512,0,
830,16,"829,831","-37.03894535676542,-84.69445036270051,-166.39493347883598",4.030000,4.994083,400000.000000,,,,0.657512,0,
831,16,"830,832","-37.592567205070004,-84.6669692757402,-166.0164572250899",4.030000,7.491124,400000.000000,,,,0.657512,0,
832,16,"833,831","-38.146189053374584,-84.63948818877991,-165.63798097134384",4.030000,9.988166,400000.000000,,,,0.657512,0,
833,16,"832,834","-38.69981090167917,-84.61200710181961,-165.25950471759776",4.030000,12.485207,400000.000000,,,,0.657512,0,
834,16,"833,835","-39.25343274998375,-84.58452601485932,-164.8810284638517",4.030000,14.982249,400000.000000,,,,0.657512,0,
835,16,"836,834","-39.80705459828834,-84.55704492789903,-164.5025522101056",4.030000,17.479290,400000.000000,,,,0.657512,0,
836,16,"835,837","-40.38229282511953,-84.54938189910398,-164.15838316968942",4.030000,19.976331,400000.000000,,,,0.657512,0,
837,16,"838,836","-40.9690615208371,-84.55229009077408,-163.83251406121568",4.030000,22.473373,400000.000000,,,,0.657512,0,
838,16,"839,837","-41.55583021655467,-84.55519828244417,-163.50664495274194",4.030000,24.970414,400000.000000,,,,0.657512,0,
839,16,"838,840","-42.14259891227224,-84.55810647411427,-163.18077584426817",4.030000,27.467456,400000.000000,,,,0.657512,0,
840,16,"841,839","-42.729367607989815,-84.56101466578437,-162.85490673579443",4.030000,29.964497,400000.000000,,,,0.657512,0,
841,16,"840,842","-43.31613630370738,-84.56392285745446,-162.5290376273207",4.030000,32.461538,400000.000000,,,,0.657512,0,
842,16,"843,841","-43.902904999424955,-84.56683104912456,-162.20316851884692",4.030000,34.958580,400000.000000,,,,0.657512,0,
843,16,"842,844","-44.50084153840794,-84.59965499205899,-161.90727610723852",4.030000,37.455621,400000.000000,,,,0.657512,0,
844,16,"845,843","-45.12403777086552,-84.70014309261461,-161.67918570146097",4.030000,39.952663,400000.000000,,,,0.657512,0,
845,16,"844,846","-45.7472340033231,-84.80063119317023,-161.45109529568344",4.030000,42.449704,400000.000000,,,,0.657512,0,
846,16,"847,845","-46.37043023578068,-84.90111929372587,-161.2230048899059",4.030000,44.946746,400000.000000,,,,0.657512,0,
847,16,"846,848","-46.99362646823826,-85.00160739428149,-160.99491448412834",4.030000,47.443787,400000.000000,,,,0.657512,0,
848,16,"849,847","-47.61682270069584,-85.10209549483712,-160.7668240783508",4.030000,49.940828,400000.000000,,,,0.657512,0,
849,16,"848,850","-48.24001893315342,-85.20258359539274,-160.53873367257324",4.030000,52.437870,400000.000000,,,,0.657512,0,
850,16,"851,849","-48.863215165611,-85.30307169594836,-160.3106432667957",4.030000,54.934911,400000.000000,,,,0.657512,0,
851,16,"852,850","-49.44250961202958,-85.49044348832216,-160.02904711575704",4.030000,57.431953,400000.000000,,,,0.657512,0,
852,16,"851,853","-50.01998949793009,-85.68140638099193,-159.745239450755",4.030000,59.928994,400000.000000,,,,0.657512,0,
853,16,"854,852","-50.59746938383059,-85.8723692736617,-159.46143178575298",4.030000,62.426036,400000.000000,,,,0.657512,0,
854,16,"853,855","-51.17494926973109,-86.06333216633148,-159.17762412075098",4.030000,64.923077,400000.000000,,,,0.657512,0,
855,16,"856,854","-51.752429155631596,-86.25429505900125,-158.89381645574895",4.030000,67.420118,400000.000000,,,,0.657512,0,
856,16,"855,857","-52.3299090415321,-86.44525795167102,-158.61000879074692",4.030000,69.917160,400000.000000,,,,0.657512,0,
857,16,"858,856","-52.9073889274326,-86.6362208443408,-158.3262011257449",4.030000,72.414201,400000.000000,,,,0.657512,0,
858,16,"857,859","-53.481872736192244,-86.83248071709333,-158.03998459229012",4.030000,74.911243,400000.000000,,,,0.657512,0,
859,16,"860,858","-54.05445781738486,-87.0320974867588,-157.75224146765578",4.030000,77.408284,400000.000000,,,,0.657512,0,
860,16,"859,861","-54.62704289857747,-87.23171425642428,-157.46449834302146",4.030000,79.905325,400000.000000,,,,0.657512,0,
861,16,"862,860","-55.19962797977009,-87.43133102608975,-157.17675521838711",4.030000,82.402367,400000.000000,,,,0.657512,0,
862,16,"861,863","-55.772213060962706,-87.63094779575523,-156.8890120937528",4.030000,84.899408,400000.000000,,,,0.657512,0,
863,16,"864,862","-56.34479814215533,-87.8305645654207,-156.60126896911845",4.030000,87.396450,400000.000000,,,,0.657512,0,
864,16,"865,863","-56.91738322334794,-88.03018133508618,-156.3135258444841",4.030000,89.893491,400000.000000,,,,0.657512,0,
865,16,"866,864","-57.48816675924791,-88.24561120469443,-156.0354450562041",4.030000,92.390533,400000.000000,,,,0.657512,0,
866,16,"867,865","-58.05394136882716,-88.5050070255552,-155.7842289440899",4.030000,94.887574,400000.000000,,,,0.657512,0,
867,16,"868,866","-58.61971597840642,-88.76440284641599,-155.5330128319757",4.030000,97.384615,400000.000000,,,,0.657512,0,
868,16,"869,867","-59.18549058798566,-89.02379866727676,-155.2817967198615",4.030000,99.881657,400000.000000,,,,0.657512,0,
869,16,"870,868","-59.75126519756491,-89.28319448813754,-155.0305806077473",4.030000,102.378698,400000.000000,,,,0.657512,0,
870,16,"871,869","-60.31703980714416,-89.54259030899833,-154.7793644956331",4.030000,104.875740,400000.000000,,,,0.657512,0,
871,16,"872,870","-60.88281441672342,-89.80198612985912,-154.5281483835189",4.030000,107.372781,400000.000000,,,,0.657512,0,
872,16,"871,873","-61.44858902630267,-90.06138195071989,-154.27693227140472",4.030000,109.869822,400000.000000,,,,0.657512,0,
873,16,"872,874","-62.00808953018648,-90.35156452622064,-154.04645266653318",4.030000,112.366864,400000.000000,,,,0.657512,0,
874,16,"873,875","-62.567018727156054,-90.64455047907062,-153.81786128454797",4.030000,114.863905,400000.000000,,,,0.657512,0,
875,16,"874,876","-63.12594792412562,-90.93753643192059,-153.58926990256273",4.030000,117.360947,400000.000000,,,,0.657512,0,
876,16,"875,877","-63.68487712109519,-91.23052238477055,-153.3606785205775",4.030000,119.857988,400000.000000,,,,0.657512,0,
877,16,"876,878","-64.24380631806476,-91.52350833762053,-153.13208713859228",4.030000,122.355030,400000.000000,,,,0.657512,0,
878,16,"877,879","-64.80273551503433,-91.8164942904705,-152.90349575660704",4.030000,124.852071,400000.000000,,,,0.657512,0,
879,16,"878,880","-65.36166471200389,-92.10948024332046,-152.67490437462183",4.030000,127.349112,400000.000000,,,,0.657512,0,
880,16,"879,881","-65.91916210657307,-92.41644494356585,-152.46249606822775",4.030000,129.846154,400000.000000,,,,0.657512,0,
881,16,"880,882","-66.47557266873248,-92.73402043459735,-152.26237178303495",4.030000,132.343195,400000.000000,,,,0.657512,0,
882,16,"881,883","-67.0319832308919,-93.05159592562885,-152.06224749784218",4.030000,134.840237,400000.000000,,,,0.657512,0,
883,16,"882,884","-67.58839379305131,-93.36917141666034,-151.86212321264938",4.030000,137.337278,400000.000000,,,,0.657512,0,
884,16,"883,885","-68.14480435521072,-93.68674690769183,-151.6619989274566",4.030000,139.834320,400000.000000,,,,0.657512,0,
885,16,"884,886","-68.70121491737012,-94.00432239872332,-151.4618746422638",4.030000,142.331361,400000.000000,,,,0.657512,0,
886,16,"885,887","-69.25762547952954,-94.32189788975481,-151.26175035707104",4.030000,144.828402,400000.000000,,,,0.657512,0,
887,16,"886,888","-69.81039118954706,-94.6536935849641,-151.0805035589831",4.030000,147.325444,400000.000000,,,,0.657512,0,
888,16,"887,889","-70.35035902978464,-95.03541951444001,-150.96553972995292",4.030000,149.822485,400000.000000,,,,0.657512,0,
889,16,"888,890","-70.89032687002221,-95.41714544391591,-150.85057590092273",4.030000,152.319527,400000.000000,,,,0.657512,0,
890,16,"889,891","-71.4302947102598,-95.79887137339183,-150.73561207189255",4.030000,154.816568,400000.000000,,,,0.657512,0,
891,16,"890,892","-71.97026255049737,-96.18059730286774,-150.62064824286236",4.030000,157.313609,400000.000000,,,,0.657512,0,
892,16,"891,893","-72.51023039073495,-96.56232323234364,-150.50568441383217",4.030000,159.810651,400000.000000,,,,0.657512,0,
893,16,"892,894","-73.05019823097253,-96.94404916181956,-150.39072058480198",4.030000,162.307692,400000.000000,,,,0.657512,0,
894,16,"893,895","-73.5901660712101,-97.32577509129547,-150.2757567557718",4.030000,164.804734,400000.000000,,,,0.657512,0,
895,16,"894,896","-74.12399605841918,-97.72304360170963,-150.18889294037692",4.030000,167.301775,400000.000000,,,,0.657512,0,
896,16,"895,897","-74.65693832761956,-98.12256003642835,-150.10609323144283",4.030000,169.798817,400000.000000,,,,0.657512,0,
897,16,"898,896","-75.18988059681993,-98.52207647114705,-150.02329352250874",4.030000,172.295858,400000.000000,,,,0.657512,0,
898,16,"897,899","-75.72282286602032,-98.92159290586577,-149.94049381357462",4.030000,174.792899,400000.000000,,,,0.657512,0,
899,16,"900,898","-76.2557651352207,-99.32110934058446,-149.85769410464053",4.030000,177.289941,400000.000000,,,,0.657512,0,
900,16,"899,901","-76.78870740442107,-99.72062577530316,-149.77489439570644",4.030000,179.786982,400000.000000,,,,0.657512,0,
901,16,"902,900","-77.32164967362145,-100.12014221002187,-149.69209468677235",4.030000,182.284024,400000.000000,,,,0.657512,0,
902,16,"901,903","-77.8500189048623,-100.52860848808065,-149.62839671396966",4.030000,184.781065,400000.000000,,,,0.657512,0,
903,16,"904,902","-78.37426102244262,-100.94515189583639,-149.58193783623355",4.030000,187.278107,400000.000000,,,,0.657512,0,
904,16,"903,905","-78.89850314002295,-101.36169530359213,-149.53547895849744",4.030000,189.775148,400000.000000,,,,0.657512,0,
905,16,"906,904","-79.42274525760327,-101.77823871134787,-149.48902008076135",4.030000,192.272189,400000.000000,,,,0.657512,0,
906,16,"905,907","-79.94698737518361,-102.1947821191036,-149.44256120302524",4.030000,194.769231,400000.000000,,,,0.657512,0,
907,16,"908,906","-80.47122949276392,-102.61132552685935,-149.39610232528912",4.030000,197.266272,400000.000000,,,,0.657512,0,
908,16,"907,909","-80.99547161034425,-103.02786893461507,-149.349643447553",4.030000,199.763314,400000.000000,,,,0.657512,0,
909,16,"910,908","-81.51848385555239,-103.4463079373737,-149.30804273021667",4.030000,202.260355,400000.000000,,,,0.657512,0,
910,16,"909,911","-82.03579784070108,-103.873529634612,-149.28895090241593",4.030000,204.757396,400000.000000,,,,0.657512,0,
911,16,"912,910","-82.55311182584978,-104.30075133185031,-149.26985907461523",4.030000,207.254438,400000.000000,,,,0.657512,0,
912,16,"911,913","-83.07042581099847,-104.7279730290886,-149.2507672468145",4.030000,209.751479,400000.000000,,,,0.657512,0,
913,16,"914,912","-83.58773979614716,-105.1551947263269,-149.23167541901378",4.030000,212.248521,400000.000000,,,,0.657512,0,
914,16,"915,913","-84.10505378129587,-105.5824164235652,-149.21258359121305",4.030000,214.745562,400000.000000,,,,0.657512,0,
915,16,"914,916","-84.62236776644454,-106.0096381208035,-149.19349176341234",4.030000,217.242604,400000.000000,,,,0.657512,0,
916,16,"917,915","-85.13968175159324,-106.4368598180418,-149.17439993561163",4.030000,219.739645,400000.000000,,,,0.657512,0,
917,16,"916,918","-85.65260947278543,-106.86966377981837,-149.17401702866303",4.030000,222.236686,400000.000000,,,,0.657512,0,
918,16,"919,917","-86.16463488215705,-107.3036160863659,-149.17748279124334",4.030000,224.733728,400000.000000,,,,0.657512,0,
919,16,"918,920","-86.67666029152868,-107.73756839291345,-149.18094855382367",4.030000,227.230769,400000.000000,,,,0.657512,0,
920,16,"921,919","-87.1886857009003,-108.17152069946098,-149.18441431640397",4.030000,229.727811,400000.000000,,,,0.657512,0,
921,16,"920,922","-87.70071111027193,-108.60547300600851,-149.18788007898428",4.030000,232.224852,400000.000000,,,,0.657512,0,
922,16,"923,921","-88.21273651964354,-109.03942531255605,-149.1913458415646",4.030000,234.721893,400000.000000,,,,0.657512,0,
923,16,"922,924","-88.72476192901517,-109.47337761910359,-149.19481160414492",4.030000,237.218935,400000.000000,,,,0.657512,0,
